hours,score,eca,sleep,practice,grade
4,99,Yes,6,1,81
5,54,Yes,6,6,38
2,73,No,7,1,48
2,63,No,8,9,39
9,72,No,8,9,71
2,80,No,6,1,55
6,80,Yes,8,4,70
2,84,Yes,7,8,65
5,79,Yes,5,8,65
4,66,No,6,9,49
7,60,No,4,0,49
7,44,No,6,6,35
6,74,No,6,9,62
5,60,Yes,5,9,48
1,43,Yes,9,2,18
3,88,Yes,9,9,70
9,87,No,4,9,83
1,55,No,4,0,29
5,96,No,4,1,79
2,70,No,9,5,49
4,65,No,5,9,49
1,91,No,8,1,63
3,74,Yes,4,1,50
7,45,No,8,3,36
3,72,No,7,2,53
4,60,No,5,7,39
2,55,Yes,8,7,32
3,86,Yes,9,5,69
9,78,No,9,3,74
3,73,Yes,4,6,55
5,81,Yes,4,8,72
2,96,Yes,8,1,72
4,99,No,9,5,86
7,54,Yes,8,6,47
7,45,Yes,7,0,34
3,41,Yes,5,5,24
5,63,No,9,7,51
1,95,Yes,6,6,73
1,88,No,9,1,68
5,67,Yes,7,1,52
9,40,No,9,3,38
1,40,No,7,4,11
1,67,No,9,4,41
4,75,No,7,1,57
4,59,No,4,6,41
2,87,Yes,8,7,62
9,47,Yes,9,1,48
9,40,Yes,5,3,37
2,65,No,4,2,41
9,90,No,7,3,91
6,82,No,5,4,73
8,88,Yes,4,5,82
4,64,No,6,1,44
2,49,No,9,9,29
2,51,No,9,5,32
9,80,No,7,8,78
1,46,Yes,4,7,21
7,51,No,4,0,43
3,86,No,7,8,69
3,79,No,6,9,56
2,56,No,9,1,31
6,44,Yes,8,0,36
2,53,No,6,5,30
4,73,Yes,7,0,56
9,87,Yes,8,5,87
9,56,No,4,1,54
6,74,No,6,6,61
4,94,Yes,6,6,77
7,40,No,9,3,30
1,98,No,9,1,69
4,89,Yes,8,6,74
5,89,Yes,4,0,72
8,75,Yes,6,1,71
2,54,Yes,8,1,30
5,99,Yes,6,0,82
6,58,Yes,9,8,51
5,90,No,4,5,76
9,81,No,4,2,76
1,44,No,5,5,17
3,58,No,8,6,40
2,82,No,9,2,63
3,78,No,9,3,60
9,44,No,9,9,44
9,91,No,7,0,87
2,51,No,6,5,27
3,58,Yes,4,5,30
4,86,Yes,6,8,68
9,51,No,6,1,44
3,75,No,7,4,53
7,51,Yes,4,4,40
3,57,Yes,5,6,36
7,88,Yes,9,4,79
7,90,No,8,9,86
9,87,Yes,6,3,85
2,82,Yes,7,9,61
6,73,Yes,7,1,63
9,87,No,8,7,82
2,72,Yes,8,4,47
2,88,No,4,3,66
5,57,Yes,6,8,48
8,96,Yes,6,1,90
9,68,No,8,2,70
2,84,Yes,9,7,64
5,44,Yes,5,3,27
7,64,Yes,6,8,58
6,63,No,7,9,48
6,68,No,9,9,57
7,98,No,8,9,90
3,77,Yes,6,9,56
3,72,No,4,8,50
9,49,Yes,8,9,48
8,76,Yes,7,8,74
5,99,Yes,4,0,86
6,72,Yes,8,5,59
1,62,Yes,8,9,43
1,97,Yes,6,5,75
4,50,Yes,4,7,32
2,63,Yes,8,6,44
7,63,No,9,6,54
2,46,No,7,1,24
2,89,Yes,4,3,61
5,60,No,9,0,45
4,59,No,6,6,44
8,92,No,5,3,84
4,49,Yes,8,8,32
6,64,No,5,5,50
5,86,Yes,8,5,73
2,75,No,9,8,52
8,87,No,6,7,85
2,86,No,6,5,61
9,54,Yes,6,5,52
9,83,Yes,6,5,82
3,79,Yes,4,3,57
4,79,Yes,4,4,58
8,89,Yes,8,2,83
9,45,Yes,4,8,41
3,76,Yes,8,1,58
5,41,Yes,4,6,25
8,51,Yes,4,0,43
3,97,No,4,9,74
7,43,No,7,6,34
8,62,Yes,6,1,58
3,52,No,7,4,34
2,56,No,4,0,30
7,70,Yes,4,4,62
9,55,Yes,7,3,52
1,80,No,9,0,56
3,65,Yes,8,0,45
5,67,No,6,6,51
3,40,Yes,8,2,18
1,86,No,9,9,64
7,51,Yes,6,8,38
7,76,No,5,8,69
8,94,No,6,9,89
5,95,No,8,8,81
5,89,No,6,0,76
5,59,Yes,5,3,38
1,41,No,5,0,14
5,75,Yes,4,0,62
6,54,No,5,8,39
1,77,Yes,7,4,51
7,61,No,8,0,53
1,83,Yes,7,2,54
2,89,No,9,6,68
2,71,No,7,1,53
5,98,Yes,8,3,86
7,59,No,9,1,51
1,75,No,7,8,48
1,72,No,7,8,50
1,54,No,9,6,24
6,89,Yes,7,6,79
2,85,No,5,1,63
1,42,Yes,8,9,13
6,68,Yes,8,7,54
2,86,Yes,8,0,61
6,66,Yes,7,7,58
8,44,No,5,4,35
2,98,No,8,3,78
9,95,Yes,6,9,95
8,70,No,8,1,61
1,61,No,4,2,32
7,74,Yes,6,9,66
6,93,Yes,8,1,83
6,46,Yes,7,3,35
6,45,No,8,2,33
6,65,Yes,5,4,55
7,93,Yes,5,6,87
3,40,No,8,8,18
6,58,No,7,4,45
3,46,No,7,7,26
7,75,No,7,1,66
7,51,No,8,5,44
8,59,No,8,7,55
2,62,No,4,8,40
9,64,No,5,3,61
5,69,Yes,6,3,54
9,98,No,6,6,95
5,68,Yes,5,3,56
7,70,No,9,4,61
9,57,No,4,1,53
4,80,Yes,5,1,60
2,58,No,4,9,35
9,93,Yes,9,4,93
2,43,No,4,9,20
3,40,Yes,7,9,24
2,80,Yes,5,1,54
3,98,No,6,5,78
6,54,Yes,8,5,45
3,93,Yes,9,7,77
8,47,No,9,0,40
6,54,No,8,6,44
7,54,Yes,5,6,45
1,89,No,8,8,66
3,78,Yes,4,3,57
3,61,Yes,8,6,42
2,57,Yes,4,5,34
7,55,No,4,3,43
9,41,No,6,9,37
4,75,Yes,8,7,57
5,59,Yes,6,2,44
3,55,Yes,8,7,35
9,42,No,4,4,36
4,95,Yes,8,3,82
5,69,No,9,2,55
1,94,Yes,9,9,74
2,41,Yes,6,6,19
9,74,Yes,7,6,72
2,65,Yes,9,5,42
5,96,No,6,2,81
8,44,No,7,8,38
3,41,No,5,1,21
6,90,No,6,2,82
4,95,No,9,0,80
7,59,Yes,9,6,51
3,73,No,8,1,53
6,73,No,7,9,62
9,93,No,9,7,91
1,95,No,8,8,71
3,94,Yes,7,1,74
2,59,Yes,6,5,40
8,89,Yes,6,0,83
7,64,No,8,7,58
2,59,Yes,6,4,38
6,64,Yes,8,8,56
3,92,No,4,2,73
8,53,No,7,1,46
3,99,No,8,6,82
9,86,Yes,7,6,88
1,83,No,4,9,56
5,82,Yes,7,4,68
3,82,Yes,8,6,63
6,78,Yes,6,5,71
2,51,Yes,7,8,27
9,87,Yes,7,2,85
6,44,No,9,3,34
7,41,Yes,9,8,33
5,93,Yes,4,9,77
9,55,Yes,5,7,50
1,94,Yes,6,9,69
5,69,Yes,8,5,55
6,86,No,4,2,76
7,82,Yes,8,8,74
4,77,Yes,8,8,61
1,84,Yes,7,5,60
8,90,Yes,4,1,84
4,81,No,4,6,56
3,63,Yes,9,8,43
7,90,Yes,6,8,82
2,69,Yes,5,2,43
8,76,Yes,8,1,73
6,96,No,6,4,81
7,98,No,9,9,94
5,92,No,6,6,74
9,78,Yes,8,2,76
5,50,No,7,3,38
5,53,No,7,9,38
3,62,No,8,1,42
1,92,No,9,9,71
2,55,No,9,1,34
8,89,Yes,4,6,84
1,60,No,5,1,32
7,94,No,7,0,85
5,94,No,5,3,76
3,43,Yes,6,5,21
7,72,Yes,6,9,65
9,93,No,8,9,92
2,86,Yes,8,3,69
8,53,Yes,8,0,49
9,58,No,9,0,54
3,98,Yes,7,8,81
2,44,No,5,0,15
7,75,No,6,6,66
5,70,No,5,6,56
5,84,Yes,7,0,71
5,57,No,5,0,40
4,83,No,5,5,66
5,70,Yes,9,7,57
4,94,No,8,6,79
6,69,Yes,9,5,57
4,60,Yes,9,9,43
2,86,No,5,2,65
9,69,Yes,5,6,66
2,94,No,9,5,74
9,80,Yes,5,7,76
6,43,Yes,9,3,30
9,44,Yes,4,8,39
9,80,Yes,9,0,79
3,84,No,6,6,60
1,49,No,6,8,24
1,66,Yes,5,9,42
3,55,No,9,0,33
5,69,No,9,9,57
3,52,No,8,2,32
9,75,No,8,6,71
9,60,No,8,8,58
3,84,No,9,0,64
3,92,No,9,5,72
5,79,Yes,6,1,64
2,84,No,7,4,61
6,54,Yes,5,6,43
7,59,Yes,6,6,54
9,59,Yes,8,9,56
6,84,No,6,6,75
3,94,No,6,3,72
5,98,Yes,6,5,84
4,44,Yes,8,9,30
5,93,No,7,5,80
8,93,No,4,6,82
8,99,No,5,8,96
6,71,Yes,5,5,60
1,45,Yes,6,9,19
8,69,No,7,0,62
8,65,No,8,7,61
2,76,Yes,4,1,53
4,52,No,4,2,34
2,68,No,6,4,43
4,44,Yes,6,5,27
7,64,Yes,8,6,55
9,52,Yes,8,3,51
8,63,Yes,9,2,58
9,70,No,8,8,69
8,59,Yes,6,3,52
2,94,No,7,8,72
7,47,No,6,8,38
2,99,No,6,2,73
2,48,Yes,4,2,26
4,60,Yes,8,7,46
1,90,No,5,0,60
5,59,No,8,5,43
6,54,Yes,9,5,43
9,65,No,7,8,65
8,93,No,7,1,89
2,81,No,8,7,60
1,50,No,8,6,22
2,76,No,6,1,53
7,80,No,5,0,70
4,50,No,6,3,31
5,66,No,4,1,52
7,69,Yes,4,2,59
3,58,Yes,7,1,40
2,73,No,7,8,50
7,77,No,5,3,66
5,62,Yes,7,0,45
1,92,Yes,9,7,69
1,40,Yes,4,3,13
9,42,No,5,9,37
5,42,Yes,4,7,25
1,67,Yes,8,7,45
7,53,No,8,8,47
9,91,Yes,5,9,93
1,69,No,6,6,40
4,97,Yes,9,3,85
3,93,Yes,9,1,73
5,44,Yes,7,5,27
7,88,Yes,5,3,80
8,54,Yes,9,5,46
2,77,No,7,7,57
7,53,No,4,2,43
1,53,Yes,6,0,25
7,96,No,7,4,90
8,98,Yes,8,2,93
2,88,Yes,8,5,67
9,47,Yes,4,2,44
1,47,Yes,5,0,18
6,58,Yes,7,8,46
1,71,No,4,4,44
3,70,No,8,1,47
6,68,No,8,1,55
3,80,No,8,8,59
8,50,Yes,6,0,42
5,84,No,6,9,69
2,52,Yes,8,2,29
4,66,Yes,9,9,53
9,95,No,5,6,90
4,58,No,6,0,40
8,65,Yes,7,1,55
5,92,Yes,6,5,78
1,90,Yes,7,8,64
7,76,No,6,8,68
3,87,Yes,8,7,68
8,48,Yes,7,2,44
3,67,Yes,5,1,45
1,71,Yes,6,0,47
5,91,No,6,8,73
2,93,No,8,4,71
4,42,Yes,7,2,25
1,90,No,9,9,65
9,71,Yes,8,9,70
6,44,No,7,4,33
8,47,No,6,2,42
4,53,No,6,8,35
9,95,No,6,0,90
2,42,Yes,6,0,17
9,63,Yes,4,2,59
5,52,Yes,6,5,36
6,82,No,6,1,71
3,68,No,9,0,45
4,47,Yes,9,7,31
6,90,No,7,9,77
7,81,No,6,8,73
1,70,Yes,6,9,47
7,65,No,7,0,56
1,57,Yes,6,2,30
5,97,No,6,4,84
6,57,Yes,8,6,41
2,96,No,4,9,73
9,46,No,7,3,41
6,87,No,8,5,77
7,77,No,9,0,63
8,87,No,5,3,79
1,55,Yes,5,7,28
8,94,No,9,4,91
4,95,Yes,4,7,76
8,99,Yes,5,0,92
6,72,Yes,4,9,61
9,95,No,5,8,92
4,90,Yes,5,3,72
2,42,No,8,8,20
2,77,No,5,7,54
5,43,No,9,7,35
9,75,Yes,4,1,67
3,43,No,6,2,20
8,81,No,6,9,76
4,48,No,6,8,33
6,79,Yes,4,2,68
6,90,Yes,4,7,81
3,56,Yes,6,4,36
5,56,Yes,9,6,46
3,72,No,5,3,50
1,59,Yes,6,7,36
7,53,No,7,3,44
4,61,Yes,4,4,43
7,91,No,7,0,79
3,66,Yes,7,9,44
5,82,Yes,4,7,67
5,42,Yes,6,6,27
2,63,No,9,4,39
2,69,No,8,5,49
4,47,Yes,7,0,28
4,61,Yes,6,7,46
4,64,Yes,8,8,48
6,99,Yes,7,4,90
2,49,Yes,6,9,24
6,88,Yes,7,6,75
7,68,No,6,9,61
3,79,No,9,3,62
8,93,No,5,5,87
2,40,No,5,1,13
8,91,No,4,3,85
5,60,No,8,4,47
2,78,Yes,7,8,54
7,63,Yes,7,8,57
2,48,Yes,6,7,26
6,99,Yes,8,3,89
3,83,Yes,7,5,61
9,93,No,8,6,93
3,65,No,8,0,43
3,48,No,5,0,24
5,59,No,7,3,45
7,95,No,7,2,86
8,74,Yes,4,9,65
7,75,No,8,3,70
9,81,No,6,8,79
5,75,No,5,1,59
3,93,Yes,4,3,72
6,48,Yes,5,6,36
5,61,Yes,6,1,46
4,40,Yes,4,7,24
2,44,Yes,5,9,25
7,48,Yes,6,3,38
5,76,No,9,8,65
4,77,No,4,0,59
8,58,No,6,6,53
9,47,Yes,4,0,45
9,81,Yes,7,9,82
3,82,Yes,7,8,64
3,71,Yes,5,9,50
5,52,No,8,9,39
5,59,Yes,9,0,43
2,75,Yes,8,2,54
1,82,Yes,6,6,58
8,83,Yes,4,0,73
3,76,Yes,7,4,56
1,69,No,8,5,42
1,49,Yes,7,2,25
2,70,Yes,9,5,48
6,64,No,6,3,49
6,68,Yes,9,5,59
3,63,Yes,9,5,45
4,78,No,6,3,60
2,60,No,4,0,32
2,80,No,9,2,59
7,48,No,8,9,40
1,81,No,6,6,55
7,81,No,6,1,69
1,41,No,7,3,12
6,43,No,5,5,39
3,47,No,9,4,25
8,71,No,8,5,62
6,53,Yes,4,4,40
2,88,No,9,8,67
8,52,No,4,1,42
5,60,No,7,3,44
8,63,No,9,0,57
8,89,No,4,6,83
6,57,Yes,9,0,43
2,84,Yes,6,5,61
8,79,Yes,9,9,76
6,65,No,8,9,54
6,71,No,9,8,60
8,83,Yes,4,1,74
1,96,No,8,0,74
2,94,No,4,9,66
9,95,Yes,5,2,94
8,92,No,5,5,83
7,72,No,8,6,65
7,91,No,5,7,82
5,70,No,5,3,52
2,57,No,6,7,34
6,74,No,4,6,61
3,51,No,5,7,30
4,90,Yes,8,4,77
2,64,Yes,6,9,45
2,84,No,5,6,59
8,70,No,9,3,66
8,49,Yes,8,0,45
6,86,Yes,4,2,73
5,91,Yes,9,9,81
8,73,Yes,5,8,72
4,90,Yes,8,3,72
4,42,Yes,9,4,27
5,85,Yes,8,2,70
1,78,No,7,5,51
1,47,Yes,9,3,21
2,71,Yes,8,4,50
8,82,Yes,9,6,82
7,68,No,7,6,58
9,61,No,4,8,59
5,59,No,4,1,41
2,45,Yes,6,3,21
7,82,Yes,9,7,78
8,88,Yes,7,3,85
7,68,No,8,2,59
7,81,No,6,9,72
5,95,No,9,5,83
2,56,No,6,2,31
6,70,No,9,1,58
4,92,No,4,8,74
2,73,Yes,8,2,50
9,77,No,7,0,72
7,96,No,4,8,84
6,76,No,6,4,67
5,43,No,5,6,29
3,41,Yes,6,1,20
4,51,Yes,5,0,31
3,74,No,9,5,58
8,45,Yes,4,4,39
3,95,Yes,9,9,77
7,85,Yes,7,5,78
7,47,Yes,8,1,39
7,60,Yes,5,6,51
7,92,Yes,8,0,86
2,97,Yes,9,7,78
3,85,No,4,6,66
9,74,Yes,4,6,74
3,87,No,9,5,70
2,54,Yes,9,9,38
9,46,Yes,4,4,44
9,54,Yes,7,8,52
4,84,No,5,2,63
9,45,Yes,8,8,46
3,86,No,6,4,63
7,56,Yes,9,7,50
7,43,Yes,9,2,37
8,61,No,4,6,52
4,71,Yes,8,9,55
3,98,Yes,8,3,77
3,61,Yes,7,4,46
5,66,No,5,3,52
1,85,Yes,7,8,59
3,54,Yes,7,6,32
6,99,Yes,8,5,87
3,83,No,5,5,61
5,90,Yes,5,9,75
9,61,No,5,6,59
2,67,Yes,4,4,40
2,81,Yes,5,9,61
6,77,No,8,2,62
6,99,No,4,2,86
8,96,No,6,6,89
2,48,No,9,9,29
9,73,No,7,0,72
2,75,Yes,5,3,53
1,48,Yes,6,9,24
2,54,No,5,7,30
7,84,Yes,7,3,79
8,59,Yes,8,0,51
5,47,No,8,4,34
6,97,No,7,0,87
1,67,No,6,8,43
6,90,Yes,4,7,80
8,58,No,9,6,54
3,96,Yes,9,4,80
1,55,No,9,3,29
4,50,No,4,6,34
1,81,No,5,2,58
8,47,No,7,7,38
5,72,Yes,7,4,57
1,49,Yes,4,4,20
8,57,Yes,6,0,49
9,74,No,9,9,73
2,82,Yes,7,7,61
9,89,Yes,8,6,87
8,42,Yes,8,0,37
7,79,No,7,3,69
3,66,Yes,9,3,46
2,98,No,9,8,79
7,67,No,9,9,60
5,85,Yes,6,1,68
6,45,Yes,8,3,38
4,86,No,6,9,71
2,53,No,4,2,28
9,46,No,5,9,44
3,49,Yes,9,4,31
7,54,No,4,6,41
8,70,No,5,4,63
2,68,No,8,4,44
6,81,Yes,5,3,69
8,93,No,5,8,88
7,56,No,7,5,49
3,98,No,5,9,76
1,90,No,7,5,63
6,68,No,5,5,55
8,88,Yes,7,5,86
6,83,Yes,8,0,71
5,54,No,8,5,41
8,65,No,5,3,58
2,51,No,6,1,26
1,64,No,8,5,39
1,80,No,4,0,54
4,44,No,4,0,25
6,43,Yes,7,4,29
9,83,No,6,5,81
1,87,No,9,1,65
1,80,Yes,7,9,57
5,96,Yes,5,7,85
5,70,Yes,8,3,60
5,42,Yes,6,3,27
6,92,No,7,9,82
8,42,Yes,7,4,37
3,65,Yes,4,9,48
9,89,Yes,5,3,85
1,56,No,7,4,28
4,99,No,4,9,83
9,49,No,6,2,47
8,41,Yes,7,7,37
9,63,No,9,5,62
1,50,Yes,9,7,26
9,63,Yes,4,4,59
3,74,Yes,9,6,59
9,62,Yes,5,9,56
1,71,No,8,6,46
1,62,No,9,5,35
9,73,No,6,9,71
6,80,No,7,3,69
4,58,Yes,4,5,41
7,41,Yes,7,8,34
5,99,Yes,8,3,89
7,90,Yes,7,5,83
8,41,Yes,7,5,33
8,54,No,4,2,48
1,95,No,8,3,71
8,60,Yes,6,2,52
6,74,Yes,4,2,63
4,44,No,8,9,27
8,82,No,8,3,79
3,66,Yes,7,3,44
4,63,No,5,5,45
6,46,No,5,3,34
7,45,Yes,6,5,34
4,85,Yes,7,1,69
4,72,No,5,3,56
7,97,No,4,1,86
6,88,Yes,6,7,78
8,56,No,7,8,49
1,85,No,9,6,67
7,81,No,4,5,71
7,69,Yes,5,7,61
7,47,No,5,3,36
7,79,No,5,9,69
8,85,Yes,5,1,80
9,46,Yes,8,3,39
9,45,No,9,4,39
2,43,Yes,6,8,21
7,40,Yes,6,4,30
7,54,No,5,8,47
4,70,Yes,6,8,53
9,64,No,9,7,59
8,86,No,4,4,79
1,72,Yes,4,1,44
2,91,No,6,4,66
2,74,No,5,0,51
8,94,No,7,7,90
1,44,No,9,1,16
4,44,No,5,6,23
5,75,Yes,8,1,62
9,56,Yes,7,4,51
7,92,No,9,9,84
8,91,No,8,6,86
9,53,Yes,6,5,50
7,97,No,8,4,90
5,68,No,6,5,55
5,47,No,8,1,31
6,73,Yes,7,9,64
5,79,No,8,0,64
9,40,Yes,5,0,38
3,68,No,6,7,46
3,75,No,4,2,54
7,90,Yes,8,2,81
7,76,Yes,6,8,67
6,68,No,4,5,54
3,44,No,6,3,19
7,92,No,6,3,85
5,71,Yes,4,6,54
7,99,No,4,5,89
2,91,Yes,7,1,66
6,63,No,9,8,55
8,58,No,8,1,52
1,51,No,8,7,27
4,91,No,6,3,74
1,40,No,5,9,14
1,46,No,5,0,19
8,56,No,9,0,52
7,73,Yes,6,8,63
1,82,No,7,3,55
2,46,No,4,0,18
4,56,No,6,2,39
1,98,No,8,2,74
3,42,Yes,5,6,23
8,68,Yes,5,5,57
8,61,No,5,7,54
8,77,No,7,6,67
6,93,Yes,8,0,86
6,82,Yes,7,2,71
5,68,Yes,4,8,52
9,89,No,6,3,85
4,89,Yes,6,2,72
7,93,Yes,5,4,88
1,81,No,5,7,55
9,44,No,4,0,39
7,69,No,7,1,58
9,62,Yes,9,6,65
7,94,Yes,9,0,90
2,60,Yes,9,4,35
6,95,Yes,8,9,88
4,65,No,4,7,48
3,93,Yes,6,5,72
2,86,No,6,2,60
6,60,Yes,7,6,45
8,59,Yes,4,2,53
6,62,Yes,8,4,49
9,43,No,4,6,39
5,60,Yes,4,1,42
2,60,No,7,9,35
8,40,No,8,3,34
9,54,No,9,1,54
4,56,No,6,6,37
6,90,Yes,5,2,78
8,53,Yes,9,8,49
9,98,No,8,5,96
5,58,No,6,0,43
6,89,Yes,9,9,80
4,99,Yes,7,7,80
5,73,No,8,6,62
7,45,Yes,8,0,37
9,84,Yes,6,2,81
6,88,Yes,6,2,74
6,45,No,4,2,30
8,92,No,4,6,87
4,93,No,8,5,74
3,44,No,5,1,20
7,46,No,7,4,37
5,72,Yes,6,5,55
2,52,Yes,4,1,25
2,90,Yes,7,0,67
6,93,No,9,3,78
8,40,Yes,9,3,35
1,52,No,8,3,24
6,82,No,6,0,72
2,66,No,9,2,42
2,46,No,6,6,24
7,91,No,4,3,82
1,42,No,9,1,15
6,97,Yes,5,7,87
7,64,No,9,0,59
8,72,Yes,6,8,67
7,79,No,5,4,69
6,56,Yes,7,1,45
9,84,No,9,3,83
3,53,No,6,2,31
6,76,Yes,9,6,61
4,97,No,9,5,80
2,95,No,6,8,70
1,93,Yes,5,3,67
1,62,Yes,4,2,37
3,98,No,9,6,81
4,63,Yes,8,5,46
2,68,Yes,7,4,46
1,77,No,6,9,52
4,98,Yes,9,6,84
7,93,No,4,4,84
6,66,Yes,6,8,58
6,77,No,9,3,66
9,92,No,7,0,85
2,79,No,8,9,55
4,84,Yes,6,4,67
5,89,No,9,0,75
1,62,Yes,5,0,36
8,70,No,4,0,64
8,75,No,8,0,69
6,56,No,6,7,42
5,76,Yes,9,1,64
8,42,No,8,8,38
3,75,No,5,6,56
3,94,Yes,6,2,73
2,44,No,8,8,28
5,85,No,6,3,67
3,54,Yes,6,6,34
3,91,Yes,8,2,73
6,88,Yes,6,4,79
8,45,No,5,3,38
2,98,Yes,8,5,78
4,49,No,9,8,35
7,93,No,8,4,85
1,71,Yes,5,0,45
1,62,Yes,5,4,37
7,87,No,5,4,78
7,56,Yes,9,8,52
1,85,Yes,9,7,64
1,59,No,6,4,32
4,83,Yes,6,4,65
5,80,Yes,7,1,67
5,54,Yes,6,8,40
4,83,No,5,3,64
8,85,Yes,7,6,79
7,97,Yes,5,9,91
9,61,No,4,5,56
7,89,No,9,4,85
1,91,No,8,4,64
7,45,No,4,6,34
1,43,Yes,9,1,16
7,97,No,9,8,88
8,62,No,5,1,53
9,83,Yes,6,8,80
3,84,No,8,3,64
4,58,No,6,9,37
4,93,Yes,6,9,75
9,84,No,8,5,82
7,70,No,8,0,60
3,83,Yes,4,4,64
5,91,Yes,5,5,76
7,42,Yes,6,8,35
8,67,Yes,5,8,61
1,42,Yes,5,8,18
2,53,Yes,7,2,25
7,57,Yes,4,3,47
2,66,Yes,6,7,47
7,90,Yes,9,7,81
9,99,Yes,8,1,99
2,49,Yes,8,7,28
7,88,Yes,5,6,77
4,54,No,4,8,37
2,58,Yes,4,4,35
7,48,Yes,6,1,38
5,43,Yes,6,4,31
1,54,Yes,5,1,29
5,90,Yes,5,4,77
3,87,No,5,8,70
7,47,No,7,6,37
6,88,No,4,6,75
8,92,No,5,0,83
5,40,Yes,4,8,24
2,46,No,9,5,23
9,92,No,8,6,90
8,70,Yes,8,1,64
6,57,No,4,0,41
7,51,No,9,3,44
9,87,Yes,8,8,84
7,69,Yes,8,8,65
3,72,No,8,2,54
6,98,Yes,6,0,84
7,86,No,9,1,78
2,46,Yes,6,8,21
3,67,No,4,8,49
4,88,No,4,0,69
6,42,No,7,8,31
1,82,Yes,6,0,56
9,45,Yes,4,9,41
5,70,No,6,3,54
7,77,Yes,7,4,69
9,54,Yes,4,7,53
9,46,No,4,4,40
1,82,Yes,4,4,58
1,69,Yes,4,3,41
3,66,No,5,8,46
6,56,No,9,7,50
2,94,Yes,9,8,75
1,57,Yes,6,6,32
1,61,Yes,6,6,37
5,95,No,6,4,83
4,92,Yes,7,9,75
1,65,Yes,5,0,39
4,90,Yes,6,5,74
3,66,Yes,6,9,43
2,79,Yes,4,5,56
9,63,Yes,4,9,58
1,91,No,4,3,64
7,47,No,6,1,39
4,60,No,4,0,38
5,68,Yes,6,2,53
5,82,Yes,7,8,68
1,60,No,7,0,36
6,42,No,8,4,29
9,70,No,5,9,67
2,94,No,4,5,72
7,66,No,9,8,61
6,85,Yes,4,0,70
5,66,Yes,5,4,51
4,48,Yes,5,0,32
4,96,Yes,8,1,80
6,72,Yes,5,1,62
4,72,No,6,4,59
5,65,No,4,9,50
6,67,Yes,5,3,57
5,83,No,6,5,70
7,82,Yes,5,4,70
9,70,Yes,9,1,69
7,92,No,6,8,87
7,40,Yes,7,9,29
4,59,Yes,6,7,42
1,51,Yes,8,8,27
8,56,No,6,5,49
4,54,No,5,4,35
1,73,Yes,7,4,46
5,89,Yes,7,1,76
8,55,No,6,3,47
4,43,No,5,1,22
8,47,No,7,1,36
8,73,No,9,7,66
3,85,Yes,6,3,68
9,64,Yes,6,3,61
3,54,Yes,6,6,36
1,67,No,7,3,39
2,48,No,4,8,20
6,41,Yes,5,8,28
2,56,No,8,2,29
6,97,Yes,8,5,86
1,49,No,5,6,25
1,48,Yes,4,2,20
5,70,Yes,5,3,58
9,41,Yes,6,0,38
8,63,Yes,9,8,62
3,58,No,5,6,37
3,56,Yes,5,9,34
1,82,Yes,9,6,56
3,88,Yes,7,8,72
1,49,Yes,8,5,25
8,89,No,8,7,82
1,94,Yes,6,4,70
5,67,Yes,9,7,52
9,77,No,6,9,76
7,87,Yes,7,0,78
4,67,Yes,6,2,51
9,98,Yes,9,3,96
9,89,Yes,9,8,90
2,91,No,4,7,64
6,89,No,7,7,79
4,40,No,9,1,22
8,99,No,9,6,96
7,42,No,7,2,32
7,54,No,5,5,42
9,91,Yes,5,3,88
5,49,Yes,4,5,36
6,60,Yes,9,3,48
1,76,Yes,7,2,51
6,54,No,7,1,40
2,62,Yes,5,3,34
6,53,Yes,8,9,43
9,54,No,8,1,59
8,49,Yes,9,6,42
9,95,Yes,5,0,93
8,48,No,9,0,37
3,83,Yes,6,4,63
8,78,Yes,7,6,70
6,44,No,9,0,33
6,64,Yes,4,3,50
6,95,Yes,8,4,84
3,81,Yes,9,1,60
1,96,Yes,6,6,67
4,65,Yes,7,3,47
6,47,No,6,7,34
2,61,Yes,9,0,38
7,91,Yes,7,9,84
7,64,Yes,7,0,53
4,87,No,5,0,69
4,51,No,5,3,32
1,48,No,4,0,21
2,49,Yes,4,4,30
9,87,Yes,6,5,85
8,49,Yes,5,6,45
8,48,Yes,7,7,43
9,65,Yes,5,7,63
7,74,No,7,1,64
9,66,Yes,5,3,62
2,99,Yes,7,6,76
6,70,No,6,8,62
3,58,No,5,8,40
6,82,No,8,2,71
3,77,No,8,6,56
8,45,No,7,3,38
4,54,Yes,6,8,39
6,68,Yes,7,6,62
9,86,Yes,6,5,84
2,84,Yes,4,8,64
2,93,Yes,5,6,71
7,44,No,6,7,38
2,53,Yes,7,4,26
2,92,Yes,4,3,67
4,41,No,7,0,23
9,62,No,8,7,57
8,83,Yes,8,5,80
2,91,Yes,5,3,68
8,85,No,9,2,77
4,58,Yes,5,4,37
2,63,No,4,3,39
7,59,Yes,8,6,49
6,86,No,6,5,74
5,66,No,8,2,53
1,91,No,9,9,67
2,63,Yes,5,0,38
8,56,No,7,6,47
1,64,No,4,4,40
3,85,Yes,9,0,68
2,94,Yes,8,0,70
5,70,Yes,6,5,54
4,67,No,9,3,49
7,89,No,6,7,79
5,98,No,6,1,82
8,67,Yes,4,3,62
4,61,Yes,6,7,46
6,95,No,6,7,86
4,98,Yes,8,4,80
2,44,Yes,4,2,17
1,93,No,7,3,69
1,83,No,7,2,58
8,81,Yes,6,1,74
